chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	epsilon	go=peroxisome organization
chr20	3870931	3871711	781	3871411	141	139.54	20.887	134.509	BadSOCS3peaks_peak_416	PANK2	17.518		-0.03719	
chr20	23049758	23050065	308	23049850	22	10.6545	4.79212	6.5774	BadSOCS3peaks_peak_417	THBD	0.2395	1.0	-0.144463333	
chr20	26441125	26441449	325	26441189	27	5.86657	2.60893	2.14903	BadSOCS3peaks_peak_418	MIR663AHG	189.741			
chr20	27425614	27426046	433	27425691	71	8.82531	2.15303	4.84276	BadSOCS3peaks_peak_419	MIR663AHG	1174.284			
chr20	29429810	29431676	1867	29430723	578	862.613	72.1141	856.898	BadSOCS3peaks_peak_420	AGGF1P10	0.02	1.0		
chr20	31052017	31052477	461	31052101	346	13.0321	1.52134	8.867	BadSOCS3peaks_peak_421	DEFB115	205.417		-0.05549	
chr20	31069270	31069560	291	31069316	689	20.3186	1.45704	15.9703	BadSOCS3peaks_peak_422	DEFB115	188.249		-0.05549	
chr20	31075380	31075754	375	31075687	454	14.6944	1.47674	10.4766	BadSOCS3peaks_peak_423	DEFB115	182.097		-0.05549	
chr20	31186495	31186885	391	31186610	881	31.1463	1.52191	26.641	BadSOCS3peaks_peak_424	DEFB115	70.974		-0.05549	
chr20	44209921	44210646	726	44210317	115	122.812	23.3523	117.829	BadSOCS3peaks_peak_425	OSER1	0.2075	1.0	0.2803233333333333	
chr20	44247865	44248695	831	44248395	128	149.108	28.7026	144.05	BadSOCS3peaks_peak_426	GDAP1L1	0.784	1.0	-0.141873333	
chr20	45791805	45792349	545	45792058	53	45.4184	12.8436	40.7882	BadSOCS3peaks_peak_427	DNTTIP1	0.022	1.0	0.1541566666666667	
chr20	46223905	46224344	440	46224097	37	24.4147	7.96808	19.9988	BadSOCS3peaks_peak_428	CDH22	3.2755		-0.237443333	
chr21	7257891	7258287	397	7258175	349	10.5233	1.4454	6.45073	BadSOCS3peaks_peak_429	ENSG00000279303	120.3			
chr21	7324267	7324570	304	7324377	96	10.4216	2.06565	6.35584	BadSOCS3peaks_peak_430	ENSG00000279647	64.3805			
chr21	7962796	7963118	323	7962907	41	7.97245	2.60235	4.04496	BadSOCS3peaks_peak_431	ENSG00000276289	133.325			
chr21	8203745	8204032	288	8203818	373	13.1882	1.50095	9.01638	BadSOCS3peaks_peak_432	MIR6724-1	1.4265			
chr21	8208389	8208948	560	8208849	632	18.4917	1.45279	14.1805	BadSOCS3peaks_peak_433	ENSG00000277437	0.1755	1.0		
chr21	8209722	8210005	284	8209888	500	17.9069	1.51442	13.6081	BadSOCS3peaks_peak_434	ENSG00000277437	1.0195			
chr21	8392702	8393008	307	8392899	515	19.5762	1.53715	15.2425	BadSOCS3peaks_peak_435	ENSG00000280614	1.486			
chr21	8426406	8426839	434	8426778	434	6.55804	1.28141	2.75344	BadSOCS3peaks_peak_436	ENSG00000286178	2.8625			
chr21	8456092	8456400	309	8456169	403	5.25416	1.2519	1.64199	BadSOCS3peaks_peak_437	ENSG00000286149	6.074			
chr21	8468617	8468975	359	8468834	345	10.0829	1.43529	6.03197	BadSOCS3peaks_peak_438	ENSG00000286148	0.476	1.0		
chr21	8469550	8469959	410	8469768	388	15.7598	1.5544	11.5135	BadSOCS3peaks_peak_439	ENSG00000286148	1.4345			
chr21	10368503	10368806	304	10368561	72	5.16184	1.71229	1.5592	BadSOCS3peaks_peak_440	VN1R7P	11.2545			
chr21	11302486	11302841	356	11302709	22	10.2921	4.63019	6.23294	BadSOCS3peaks_peak_441	IGHV1OR21-1	652.8285			
chr21	11370712	11371069	358	11370993	30	10.6074	3.86103	6.5319	BadSOCS3peaks_peak_442	IGHV1OR21-1	721.0555			
chr21	11630912	11631261	350	11630977	35	13.1126	4.20088	8.94495	BadSOCS3peaks_peak_443	IGHV1OR21-1	981.2515			
chr21	11725998	11726398	401	11726277	29	8.54469	3.29297	4.58006	BadSOCS3peaks_peak_444	IGHV1OR21-1	1076.363			
chr21	11740333	11740646	314	11740601	22	6.41672	3.07148	2.63565	BadSOCS3peaks_peak_445	IGHV1OR21-1	1090.6545			
chr21	11788855	11789156	302	11789036	45	9.86376	2.85019	5.82361	BadSOCS3peaks_peak_446	IGHV1OR21-1	1139.1705			
chr21	11901678	11902048	371	11901889	25	8.19022	3.4721	4.2473	BadSOCS3peaks_peak_447	ENSG00000229306	1114.829			
chr21	12129649	12129948	300	12129690	35	9.47122	3.19345	5.45204	BadSOCS3peaks_peak_448	ENSG00000229306	886.8935			
chr21	12212024	12212324	301	12212252	21	6.47042	3.16658	2.6734	BadSOCS3peaks_peak_449	ENSG00000229306	804.518			
chr21	12224355	12224766	412	12224682	64	8.39847	2.19177	4.44337	BadSOCS3peaks_peak_450	ENSG00000229306	792.1315			
chr21	12241213	12241585	373	12241541	62	10.3307	2.48708	6.26956	BadSOCS3peaks_peak_451	ENSG00000229306	775.293			
chr21	12545114	12545432	319	12545198	20	6.83118	3.39359	3.00506	BadSOCS3peaks_peak_452	ENSG00000229306	471.419			
chr21	12768427	12768771	345	12768450	24	5.82766	2.74414	2.11886	BadSOCS3peaks_peak_453	ENSG00000229306	248.093			
chr21	12843795	12844155	361	12844064	36	8.87653	2.99487	4.89003	BadSOCS3peaks_peak_454	ENSG00000229306	172.717			
chr21	12862499	12862898	400	12862524	47	7.80707	2.40915	3.8953	BadSOCS3peaks_peak_455	ENSG00000229306	153.9935			
chr21	32456010	32456373	364	32456112	31	19.7208	7.21806	15.3847	BadSOCS3peaks_peak_456	EVA1C	4.0065		-0.330406667	
chr21	43774654	43777747	3094	43776117	2508	5587.94	386.397	5581.14	BadSOCS3peaks_peak_457	CSTB	0.0375	1.0	0.078741667	
chr22	12977714	12978004	291	12977993	51	6.41204	2.0976	2.63248	BadSOCS3peaks_peak_458	FRG1GP	375.393			
chr22	13562016	13562433	418	13562087	27	12.277	4.77311	8.13694	BadSOCS3peaks_peak_459	FRG1GP	959.7585			
chr22	13570516	13570828	313	13570796	18	5.37303	2.96556	1.73797	BadSOCS3peaks_peak_460	FRG1GP	968.206			
chr22	13912221	13912509	289	13912467	27	8.70472	3.48738	4.73131	BadSOCS3peaks_peak_461	FRG1GP	1309.899			
chr22	13950005	13950341	337	13950087	27	6.33832	2.74733	2.56989	BadSOCS3peaks_peak_462	U6	1323.682			
chr22	14355704	14356212	509	14355911	25	4.94899	2.42257	1.40956	BadSOCS3peaks_peak_463	U6	917.897			
chr22	14362848	14363187	340	14363187	63	4.90488	1.74456	1.37754	BadSOCS3peaks_peak_464	U6	910.8375			
chr22	14379735	14380089	355	14380061	67	10.196	2.3797	6.14027	BadSOCS3peaks_peak_465	U6	893.943			
chr22	14404905	14405534	630	14405036	58	10.1735	2.54659	6.11866	BadSOCS3peaks_peak_466	U6	868.6355			
chr22	14555285	14555607	323	14555292	26	6.33556	2.79764	2.568	BadSOCS3peaks_peak_467	U6	718.409			
chr22	14572197	14572486	290	14572241	19	6.64291	3.40937	2.83094	BadSOCS3peaks_peak_468	U6	701.5135			
chr22	14648041	14648417	377	14648048	58	6.0834	1.95383	2.33959	BadSOCS3peaks_peak_469	U6	625.626			
chr22	14798537	14798840	304	14798620	30	4.82243	2.21801	1.31329	BadSOCS3peaks_peak_470	U6	475.1665			
chr22	14864858	14865180	323	14864876	59	5.45078	1.85415	1.80344	BadSOCS3peaks_peak_471	U6	408.836			
chr22	14982327	14982677	351	14982605	41	8.87057	2.78924	4.88443	BadSOCS3peaks_peak_472	U6	291.353			
chr22	20850894	20851285	392	20851127	30	9.83515	3.61742	5.79672	BadSOCS3peaks_peak_473	PI4KA	7.7215		-0.563963333	
chr22	31044445	31044813	369	31044636	30	17.5849	6.47883	13.2926	BadSOCS3peaks_peak_474	ENSG00000278920	7.001			
chr22	31084979	31085416	438	31085302	39	20.8808	6.24329	16.5221	BadSOCS3peaks_peak_475	SMTN	0.1035	1.0	-0.125897333	
chr22	31489690	31490192	503	31489867	58	36.9937	8.49218	32.4282	BadSOCS3peaks_peak_476	EIF4ENIF1	0.004	1.0	0.091883333	
chr22	39152203	39154304	2102	39152972	2198	4787.21	343.225	4780.59	BadSOCS3peaks_peak_477	CBX7	0.5735	1.0	-0.202963333	
chr22	39660983	39663610	2628	39662458	675	1100.4	97.3002	1094.58	BadSOCS3peaks_peak_478	CACNA1I	19.4995		0.2469033333333333	
chr22	43554472	43554762	291	43554612	17	7.37298	3.96464	3.49292	BadSOCS3peaks_peak_479	EFCAB6	15.526		0.03423	
chr22_KI270733v1_random	125971	126304	334	126174	529	18.3093	1.50377	14.0015	BadSOCS3peaks_peak_480					
chr22_KI270733v1_random	132672	133129	458	132806	492	7.41579	1.2845	3.53195	BadSOCS3peaks_peak_481					
chr22_KI270733v1_random	138980	139536	557	139169	627	8.24846	1.26544	4.30336	BadSOCS3peaks_peak_482					
chr22_KI270734v1_random	121425	121717	293	121560	538	64.9267	2.30306	60.1745	BadSOCS3peaks_peak_483					
chr22_KI270735v1_random	40932	41262	331	41017	448	24.7682	1.69873	20.3472	BadSOCS3peaks_peak_484					
chr22_KI270736v1_random	62392	62782	391	62722	224	13.6285	1.72064	9.44305	BadSOCS3peaks_peak_485					
chr22_KI270736v1_random	172882	173269	388	173092	179	13.768	1.85104	9.57906	BadSOCS3peaks_peak_486					
chr22_KI270737v1_random	32977	33371	395	33019	223	5.14372	1.35013	1.54416	BadSOCS3peaks_peak_487					
chr2_KI270772v1_alt	11623	11926	304	11782	50	7.26837	2.25389	3.39715	BadSOCS3peaks_peak_488					
chr3	32779081	32782608	3528	32781459	3099	6577.9	321.21	6570.96	BadSOCS3peaks_peak_489	RPL23AP43	4.8015			
chr3	40452849	40453704	856	40453269	287	451.677	73.2867	446.201	BadSOCS3peaks_peak_490	ENTPD3-AS1	0.0195	1.0		
chr3	48556642	48556954	313	48556852	30	14.2646	5.13624	10.0595	BadSOCS3peaks_peak_491	PFKFB4	0.005	1.0	-0.485733333	
chr3	49020792	49021489	698	49021124	89	78.4144	15.3422	73.5958	BadSOCS3peaks_peak_492	NDUFAF3	0.0445	1.0	-0.35825	
chr3	57711956	57712262	307	57712097	21	11.994	5.59829	7.86456	BadSOCS3peaks_peak_493	DENND6A-DT	18.904			
chr3	72638988	72639491	504	72639215	44	34.6794	10.703	30.1369	BadSOCS3peaks_peak_494	RNA5SP136	52.5715			
chr3	75654908	75656572	1665	75655679	533	861.507	91.0301	855.793	BadSOCS3peaks_peak_495	AGGF1P3	0.967	1.0		
chr3	75669061	75669416	356	75669256	1447	50.911	1.52697	46.2403	BadSOCS3peaks_peak_496	DUX4L26	0.3075	1.0		
chr3	84522362	84522673	312	84522586	12	5.01612	3.3734	1.43583	BadSOCS3peaks_peak_497	ENSG00000241776	170.0735			
chr3	85290017	85290422	406	85290314	15	4.89765	3.00441	1.37078	BadSOCS3peaks_peak_498	MIR5688	95.4905			
chr3	93841543	93841853	311	93841700	19	10.4544	5.18984	6.3854	BadSOCS3peaks_peak_499	RNU6-488P	2.066			
chr3	102142455	102143060	606	102142696	48	36.0695	10.2407	31.5134	BadSOCS3peaks_peak_500	ZPLD1	32.9255		0.1269833333333333	
chr3	113788142	113789006	865	113788607	161	172.686	25.2853	167.573	BadSOCS3peaks_peak_501	ATP6V1A	12.352		0.3503976333333333	
chr3	119323319	119323920	602	119323654	59	52.9433	14.2706	48.2591	BadSOCS3peaks_peak_502	ARHGAP31-AS1	0.8595	1.0		
chr3	119702249	119704257	2009	119702957	1152	2241.26	196.55	2235.14	BadSOCS3peaks_peak_503	ENSG00000285585	0.177	1.0		
chr3	120450982	120451480	499	120451197	50	32.5291	8.44995	28.0082	BadSOCS3peaks_peak_504	FSTL1	0.238	1.0	0.009	
chr3	123365704	123366051	348	123365897	36	23.3494	7.7328	18.95	BadSOCS3peaks_peak_505	ADCY5	37.1705		0.068493333	
chr3	124584185	124584667	483	124584378	39	30.9035	10.3797	26.4012	BadSOCS3peaks_peak_506	KALRN	0.233	1.0	0.1661766666666666	
chr3	150409022	150410432	1411	150409727	871	1451.86	108.607	1445.92	BadSOCS3peaks_peak_507	TSC22D2	1.242		-0.72682	
chr3	150603063	150603832	770	150603343	154	145.445	19.3052	140.397	BadSOCS3peaks_peak_508	SELENOT	0.1115	1.0		
chr3	155429224	155429557	334	155429415	37	20.661	6.4778	16.3058	BadSOCS3peaks_peak_509	ENSG00000242152	4.0075			
chr3	190513566	190514157	592	190513849	118	127.232	23.9562	122.237	BadSOCS3peaks_peak_510	IL1RAP	0.1895	1.0	0.33732	
chr3	194629935	194630302	368	194630091	30	7.89663	3.04169	3.97807	BadSOCS3peaks_peak_511	TMEM44-AS2	2.7855			
chr3	197653797	197654295	499	197653826	18	6.71696	3.54204	2.89952	BadSOCS3peaks_peak_512	ENSG00000286909	2.564			
chr4	6511657	6511992	336	6511872	118	15.8801	2.32041	11.6298	BadSOCS3peaks_peak_513	PPP2R2C	11.7225		0.2230433333333333	
chr4	7095767	7096060	294	7095912	18	8.07823	4.17088	4.14297	BadSOCS3peaks_peak_514	LINC02447	7.4715			
chr4	9153337	9153817	481	9153564	47	34.8049	9.96925	30.2615	BadSOCS3peaks_peak_515	FAM86KP	0.281	1.0		
chr4	25377447	25377746	300	25377512	19	7.78377	3.90626	3.87423	BadSOCS3peaks_peak_516	ANAPC4	0.2395	1.0	1.0072833333333333	
chr4	39421551	39422037	487	39421979	17	8.77835	4.67086	4.79818	BadSOCS3peaks_peak_517	MIR5591	9.884			
chr4	49091883	49092179	297	49092089	1422	36.8135	1.42968	32.25	BadSOCS3peaks_peak_518	CWH43	63.339		-0.672516667	
chr4	49094600	49095052	453	49094956	1390	65.6769	1.64507	60.921	BadSOCS3peaks_peak_519	CWH43	66.134		-0.672516667	
chr4	49096794	49097320	527	49097257	1219	25.6097	1.37346	21.1767	BadSOCS3peaks_peak_520	CWH43	68.365		-0.672516667	
chr4	49099404	49099785	382	49099473	1066	16.1386	1.30099	11.8812	BadSOCS3peaks_peak_521	CWH43	70.9025		-0.672516667	
chr4	49105350	49106031	682	49105777	1058	18.9601	1.33525	14.638	BadSOCS3peaks_peak_522	CWH43	76.9985		-0.672516667	
chr4	49109491	49110023	533	49109716	1389	35.2155	1.4236	30.6679	BadSOCS3peaks_peak_523	CWH43	81.065		-0.672516667	
chr4	49110503	49110857	355	49110757	2305	88.5248	1.56348	83.6646	BadSOCS3peaks_peak_524	CWH43	81.988		-0.672516667	
chr4	49112408	49112792	385	49112445	577	19.1393	1.49126	14.8141	BadSOCS3peaks_peak_525	CWH43	83.908		-0.672516667	
chr4	49118508	49120002	1495	49118963	2354	57.0282	1.41605	52.3209	BadSOCS3peaks_peak_526	ENSG00000249828	84.471			
chr4	49120523	49121224	702	49121047	975	36.1055	1.54039	31.549	BadSOCS3peaks_peak_527	ENSG00000249828	82.8525			
chr4	49123350	49123711	362	49123643	1062	25.0224	1.40044	20.5989	BadSOCS3peaks_peak_528	ENSG00000249828	80.1955			
chr4	49130631	49130968	338	49130889	639	37.2245	1.73598	32.6567	BadSOCS3peaks_peak_529	ENSG00000249828	72.9265			
chr4	49139397	49139810	414	49139705	1180	83.2204	1.86076	78.382	BadSOCS3peaks_peak_530	ENSG00000249828	64.1225			
chr4	49141831	49142241	411	49141900	717	29.3541	1.57367	24.87	BadSOCS3peaks_peak_531	ENSG00000249828	61.69			
chr4	49149097	49149843	747	49149448	8881	379.523	1.61196	374.11	BadSOCS3peaks_peak_532	ENSG00000249828	54.256			
chr4	49153181	49153638	458	49153552	1996	105.019	1.69982	100.096	BadSOCS3peaks_peak_533	ENSG00000249828	50.3165			
chr4	49154457	49154983	527	49154913	3513	111.63	1.49893	106.682	BadSOCS3peaks_peak_534	ENSG00000249828	49.006			
chr4	49632595	49633026	432	49632700	946	49.4517	1.6876	44.7915	BadSOCS3peaks_peak_535	SNX18P25	44.0385			
chr4	49635179	49635610	432	49635270	771	22.6948	1.45866	18.3063	BadSOCS3peaks_peak_536	SNX18P25	46.6225			
chr4	49637605	49638208	604	49637748	766	33.8645	1.6068	29.3303	BadSOCS3peaks_peak_537	SNX18P25	49.1345			
chr4	49639091	49639478	388	49639151	483	7.94643	1.30138	4.02236	BadSOCS3peaks_peak_538	SNX18P25	50.5125			
chr4	49642632	49642970	339	49642689	485	6.57944	1.26448	2.7735	BadSOCS3peaks_peak_539	SNX18P25	54.029			
chr4	49650479	49650847	369	49650555	581	20.4568	1.51213	16.106	BadSOCS3peaks_peak_540	SNX18P25	61.891			
chr4	56831027	56831457	431	56831249	52	40.6068	11.0767	36.0115	BadSOCS3peaks_peak_541	SPINK2	9.5		0.79153	
chr4	82866052	82866440	389	82866231	38	27.9408	9.27592	23.475	BadSOCS3peaks_peak_542	SEC31A	0.685	1.0	-0.59685	
chr4	109302727	109303326	600	109303054	42	32.1796	10.1316	27.6622	BadSOCS3peaks_peak_543	COL25A1-DT	0.0085	1.0		
chr4	109433621	109433993	373	109433803	33	14.638	4.89132	10.4221	BadSOCS3peaks_peak_544	SEC24B-AS1	0.002	1.0		
chr4	112231772	112232579	808	112232219	223	218.921	21.9787	213.711	BadSOCS3peaks_peak_545	AP1AR	0.2865	1.0	0.2268333333333333	
chr4	139453268	139453690	423	139453508	18	9.60542	4.93035	5.57639	BadSOCS3peaks_peak_546	RAB33B	0.056	1.0	-0.137066667	
chr4	145935891	145936892	1002	145936574	138	164.705	30.823	159.61	BadSOCS3peaks_peak_547	ZNF827	0.2025	1.0	-0.24534	
chr4	146521926	146522358	433	146522034	17	8.77835	4.67086	4.79818	BadSOCS3peaks_peak_548	SLC10A7	0.178	1.0	0.12459	
chr4	153112183	153112619	437	153112406	41	31.4258	10.0625	26.9171	BadSOCS3peaks_peak_549	ENSG00000249022	28.731			
chr4	158292129	158292566	438	158292385	43	35.5977	11.4177	31.0458	BadSOCS3peaks_peak_550	AIDAP2	14.5895			
chr4	167506567	167506929	363	167506648	15	6.46127	3.76991	2.6667	BadSOCS3peaks_peak_551	RN7SL776P	105.986			
chr4	190040931	190041624	694	190041249	68	47.3484	9.93153	42.703	BadSOCS3peaks_peak_552	AGGF1P1	0.0645	1.0		
chr4	190069094	190069387	294	190069348	219	7.78848	1.48041	3.87884	BadSOCS3peaks_peak_553	DUX4L8	1.3055			
chr4	190082263	190082723	461	190082526	292	9.44543	1.46125	5.42799	BadSOCS3peaks_peak_554	DUX4L4	1.375			
chr4	190177446	190177761	316	190177701	549	10.9057	1.3458	6.81854	BadSOCS3peaks_peak_555	DUX4	2.4105			
chr4	190179314	190179748	435	190179587	3056	108.31	1.53562	103.374	BadSOCS3peaks_peak_556	DUX4	2.586			
chr4_GL000008v2_random	320	686	367	562	311	7.53497	1.37768	3.64157	BadSOCS3peaks_peak_557					
chr5	3383865	3384255	391	3384046	36	21.1076	6.82006	16.7444	BadSOCS3peaks_peak_558	LINC02162	68.756			
chr5	32313706	32314128	423	32314017	33	22.0628	7.83091	17.6842	BadSOCS3peaks_peak_559	MTMR12	0.93	1.0	-0.04085	
chr5	47311790	47312083	294	47311850	28	15.7687	6.06084	11.5217	BadSOCS3peaks_peak_560	ENSG00000250122	1421.7205			
chr5	47431041	47431331	291	47431090	140	16.2488	2.17589	11.9888	BadSOCS3peaks_peak_561	ENSG00000250122	1540.97			
chr5	47462834	47463117	284	47463023	36	6.5739	2.45718	2.76821	BadSOCS3peaks_peak_562	ENSG00000250122	1572.7595			
chr5	47550873	47551205	333	47550922	35	8.35867	2.91393	4.4071	BadSOCS3peaks_peak_563	ENSG00000250122	1660.823			
chr5	47969328	47969675	348	47969389	19	7.44503	3.75551	3.55815	BadSOCS3peaks_peak_564	ENSG00000250122	2079.2855			
chr5	47970872	47971203	332	47970925	27	5.43214	2.4838	1.78682	BadSOCS3peaks_peak_565	ENSG00000250122	2080.8215			
chr5	48019276	48019575	300	48019353	71	9.74122	2.26278	5.70657	BadSOCS3peaks_peak_566	ENSG00000250122	2129.2095			
chr5	48068345	48068639	295	48068408	54	9.6305	2.55266	5.60031	BadSOCS3peaks_peak_567	ENSG00000250122	2178.276			
chr5	48238333	48238614	282	48238515	101	16.0968	2.52037	11.8404	BadSOCS3peaks_peak_568	EMB	2173.5245		0.18674	
chr5	48312534	48312823	290	48312663	33	8.43553	3.02931	4.47793	BadSOCS3peaks_peak_569	EMB	2099.3195		0.18674	
chr5	48550691	48550986	296	48550872	84	19.9062	3.21819	15.5664	BadSOCS3peaks_peak_570	EMB	1861.1595		0.18674	
chr5	48584382	48584686	305	48584460	49	11.9012	3.09803	7.77566	BadSOCS3peaks_peak_571	EMB	1827.464		0.18674	
chr5	48860480	48860809	330	48860675	138	35.3118	3.52892	30.7632	BadSOCS3peaks_peak_572	EMB	1551.3535		0.18674	
chr5	48861677	48861977	301	48861894	149	22.5823	2.50271	18.1957	BadSOCS3peaks_peak_573	EMB	1550.171		0.18674	
chr5	48937401	48937700	300	48937614	48	10.3669	2.84542	6.30372	BadSOCS3peaks_peak_574	EMB	1474.4475		0.18674	
chr5	49366322	49366671	350	49366385	34	7.37078	2.7142	3.49094	BadSOCS3peaks_peak_575	EMB	1045.5015		0.18674	
chr5	49545258	49545607	350	49545370	121	32.5971	3.64819	28.0758	BadSOCS3peaks_peak_576	EMB	866.5655		0.18674	
chr5	49601507	49602400	894	49602102	9262	249.642	1.4515	244.383	BadSOCS3peaks_peak_577	EMB	810.0445		0.18674	
chr5	49613327	49613658	332	49613440	150	6.81731	1.55282	2.99197	BadSOCS3peaks_peak_578	EMB	798.5055		0.18674	
chr5	49615461	49615760	300	49615529	266	6.46921	1.37228	2.6734	BadSOCS3peaks_peak_579	EMB	796.3875		0.18674	
chr5	49622450	49622786	337	49622640	237	54.4505	3.32878	49.7577	BadSOCS3peaks_peak_580	EMB	789.38		0.18674	
chr5	49623804	49624164	361	49624052	54	9.84141	2.5865	5.80241	BadSOCS3peaks_peak_581	EMB	788.014		0.18674	
chr5	49642314	49642675	362	49642327	113	6.13683	1.61134	2.38739	BadSOCS3peaks_peak_582	EMB	769.5035		0.18674	
chr5	49643705	49644094	390	49643804	210	12.168	1.69047	8.03315	BadSOCS3peaks_peak_583	EMB	768.0985		0.18674	
chr5	49658356	49658822	467	49658662	5642	170.561	1.48484	165.452	BadSOCS3peaks_peak_584	EMB	753.409		0.18674	
chr5	49659436	49660294	859	49659555	3052	101.642	1.51387	96.7326	BadSOCS3peaks_peak_585	EMB	752.133		0.18674	
chr5	49661049	49661842	794	49661502	4164	53.6659	1.28368	48.9774	BadSOCS3peaks_peak_586	EMB	750.5525		0.18674	
chr5	98928386	98928737	352	98928458	15	6.02178	3.54797	2.28443	BadSOCS3peaks_peak_587	CHD1	0.1255	1.0	-0.830283333	
chr5	115841611	115842203	593	115841879	61	37.9167	8.27963	33.3434	BadSOCS3peaks_peak_588	AP3S1	0.028	1.0	0.7418800000000001	
chr5	135457396	135458077	682	135457692	138	167.591	32.0146	162.49	BadSOCS3peaks_peak_589	TIFAB	5.3855		0.2705433333333333	
chr5	150163462	150163820	359	150163681	35	22.3034	7.50071	17.9215	BadSOCS3peaks_peak_590	CDX1	3.137		0.6943966666666666	
chr5	163437332	163437944	613	163437599	53	41.7617	11.2857	37.1582	BadSOCS3peaks_peak_591	CCNG1	0.024	1.0	0.1739633333333333	
chr6	4820990	4822253	1264	4821502	228	267.776	32.9612	262.49	BadSOCS3peaks_peak_592	CDYL	14.4765		0.4363066666666667	
chr6	14380233	14380567	335	14380364	31	18.5138	6.68782	14.2016	BadSOCS3peaks_peak_593	ENSG00000237346	13.529			
chr6	27752526	27752807	282	27752725	19	9.50083	4.71239	5.47964	BadSOCS3peaks_peak_594	ENSG00000287252	4.7495			
chr6	42799985	42800734	750	42800413	148	147.77	21.4464	142.715	BadSOCS3peaks_peak_595	BICRAL	18.3075			
chr6	59494314	59494605	292	59494530	137	14.1464	2.06081	9.94439	BadSOCS3peaks_peak_596	PRIM2BP	786.9845			
chr6	59518154	59518469	316	59518293	36	5.49463	2.21823	1.84299	BadSOCS3peaks_peak_597	PRIM2BP	763.1325			
chr6	59757018	59757312	295	59757027	91	5.12433	1.6075	1.52707	BadSOCS3peaks_peak_598	PRIM2BP	524.279			
chr6	59796894	59797176	283	59796971	300	21.6448	1.8382	17.2736	BadSOCS3peaks_peak_599	PRIM2BP	484.409			
chr6	83067684	83068306	623	83067917	79	45.7228	7.84953	41.0898	BadSOCS3peaks_peak_600	DOP1A	0.324	1.0		
chr6	131807735	131808404	670	131808019	105	100.555	18.498	95.6495	BadSOCS3peaks_peak_601	ENPP1	0.0355	1.0	-0.1288	
chr6	170612125	170612735	611	170612350	112	99.4079	16.2647	94.5063	BadSOCS3peaks_peak_602	ENSG00000287411	0.192	1.0		
chr6_GL000252v2_alt	2440461	2440776	316	2440653	25	15.9561	6.7468	11.7028	BadSOCS3peaks_peak_603					
chr6_GL000253v2_alt	4404083	4404388	306	4404151	19	10.4544	5.18984	6.3854	BadSOCS3peaks_peak_604					
chr6_GL000255v2_alt	2439209	2439546	338	2439369	28	18.9359	7.52527	14.6141	BadSOCS3peaks_peak_605					
chr6_GL000256v2_alt	2484527	2484852	326	2484732	24	14.9946	6.4873	10.767	BadSOCS3peaks_peak_606					
chr7	263725	264125	401	263915	40	12.654	3.70334	8.50133	BadSOCS3peaks_peak_607	FAM20C	7.73		0.1641366666666666	
chr7	6457013	6457845	833	6457427	174	217.941	36.3462	212.733	BadSOCS3peaks_peak_608	DAGLB	9.458		-0.166856667	
chr7	33109458	33109765	308	33109660	38	14.2816	4.28086	10.0761	BadSOCS3peaks_peak_609	BBS9	0.0545	1.0	-0.778396667	
chr7	44561522	44562040	519	44561739	70	42.7547	8.28507	38.1441	BadSOCS3peaks_peak_610	DDX56	6.001		-0.044358417	
chr7	45826490	45829448	2959	45828017	633	1166.05	143.502	1160.21	BadSOCS3peaks_peak_611	CICP20	8.953			
chr7	58306471	58306767	297	58306637	85	21.0099	3.3241	16.6481	BadSOCS3peaks_peak_612	ENSG00000271696	470.368			
chr7	58519991	58520277	287	58520065	24	9.11497	3.90206	5.11502	BadSOCS3peaks_peak_613	ENSG00000271696	683.883			
chr7	58583565	58583858	294	58583643	57	10.972	2.6919	6.88215	BadSOCS3peaks_peak_614	ENSG00000271696	747.4605			
chr7	58797748	58798046	299	58797854	381	50.0477	2.38806	45.3837	BadSOCS3peaks_peak_615	ENSG00000271696	961.646			
chr7	60336657	60336971	315	60336714	17	6.95094	3.76232	3.10868	BadSOCS3peaks_peak_616	ENSG00000233918	1938.864			
chr7	60383203	60383511	309	60383310	31	11.2692	3.98558	7.16796	BadSOCS3peaks_peak_617	ENSG00000233918	1892.321			
chr7	60589020	60589346	327	60589308	18	5.77189	3.13218	2.07001	BadSOCS3peaks_peak_618	ENSG00000233918	1686.495			
chr7	69596709	69598917	2209	69597461	267	321.119	35.7894	315.768	BadSOCS3peaks_peak_619	CT66	0.32	1.0		
chr7	73742579	73743081	503	73742910	58	33.1741	7.34841	28.6471	BadSOCS3peaks_peak_620	ABHD11	3.978		-0.202216667	
chr7	74988344	74988662	319	74988542	28	14.7598	5.63051	10.5407	BadSOCS3peaks_peak_621	CASTOR2	19.385			
chr7	75776794	75777100	307	75776992	25	14.9849	6.27504	10.7591	BadSOCS3peaks_peak_622	CCL26	4.736		-0.38305	
chr7	76360643	76361003	361	76360828	36	21.4316	6.9477	17.0636	BadSOCS3peaks_peak_623	PPIAP81	0.945	1.0		
chr7	100049372	100050078	707	100049734	111	119.183	23.4074	114.212	BadSOCS3peaks_peak_624	ZSCAN21	0.049	1.0	-0.34726	
chr7	100450963	100451349	387	100451129	38	27.0769	8.8888	22.6237	BadSOCS3peaks_peak_625	SPACDR	12.717			
