chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	epsilon	go=peroxisome organization
chrUn_KI270435v1	92060	92491	432	92172	654	11.41	1.32098	7.01929	GoodSOCS3peaks_peak_423					
chrUn_KI270438v1	46722	47056	335	46723	246	5.59764	1.35136	1.81147	GoodSOCS3peaks_peak_424					
chrUn_KI270438v1	103981	104341	361	104097	4676	221.163	1.65421	214.852	GoodSOCS3peaks_peak_425					
chrUn_KI270438v1	104699	105056	358	104893	5069	251.647	1.677	245.267	GoodSOCS3peaks_peak_426					
chrUn_KI270438v1	109234	110634	1401	109421	6761	210.436	1.49471	204.176	GoodSOCS3peaks_peak_427					
chrUn_KI270438v1	111366	111726	361	111528	4276	122.84	1.46799	116.938	GoodSOCS3peaks_peak_428					
chrUn_KI270442v1	92136	92733	598	92394	1919	79.1547	1.59009	73.547	GoodSOCS3peaks_peak_429					
chrUn_KI270744v1	118050	118449	400	118152	346	5.85274	1.29666	2.01927	GoodSOCS3peaks_peak_430					
chrUn_KI270744v1	124166	124729	564	124659	365	9.73921	1.41024	5.46904	GoodSOCS3peaks_peak_431					
chrUn_KI270756v1	1762	2191	430	1878	208	5.02415	1.35865	1.35635	GoodSOCS3peaks_peak_432					
chrX	126472834	126473238	405	126473229	31	6.896	2.71829	2.91265	GoodSOCS3peaks_peak_433	MTND4P24	0.151	1.0		
chrY	10683251	10683627	377	10683326	55	9.95061	2.58015	5.66161	GoodSOCS3peaks_peak_434	ENSG00000273858	359.504			
chrY	10776012	10776570	559	10776100	265	13.0703	1.62266	8.57582	GoodSOCS3peaks_peak_435	ENSG00000273858	266.652			
chrY	10797643	10798028	386	10797705	192	16.3786	1.9306	11.728	GoodSOCS3peaks_peak_436	ENSG00000273858	245.1075			
chrY	10859632	10860046	415	10859989	62	7.52894	2.1035	3.47005	GoodSOCS3peaks_peak_437	ENSG00000273858	183.104			
chrY	10921126	10921521	396	10921447	165	6.30355	1.48994	2.4007	GoodSOCS3peaks_peak_438	ENSG00000273858	121.6195			
chrY	11292667	11293073	407	11293051	409	8.00003	1.33406	3.89028	GoodSOCS3peaks_peak_439	DUX4L16	14.048			
chrY	11302046	11302421	376	11302342	847	19.5104	1.39102	14.7487	GoodSOCS3peaks_peak_440	DUX4L16	4.6845			
chrY	11333398	11334143	746	11333982	1085	38.2323	1.52393	33.0545	GoodSOCS3peaks_peak_441	DUX4L19	1.4415			
chrY	56850435	56850909	475	56850836	216	15.9669	1.8367	11.3323	GoodSOCS3peaks_peak_442	CTBP2P1	4.572			
