chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	go=peroxisome organization
chr19	25020702	25020976	275	25020712	17	4.47152	2.66453	1.71617	HEK293Ts4peaks_peak_3504	ENSG00000268442	857.355		
chr19	25030530	25030853	324	25030600	166	28.0287	2.67666	24.5766	HEK293Ts4peaks_peak_3505	ENSG00000268442	867.2075		
chr19	25050289	25050609	321	25050470	229	30.8664	2.38876	27.3873	HEK293Ts4peaks_peak_3506	ENSG00000268442	886.965		
chr19	25058390	25058801	412	25058535	59	11.9726	2.79542	8.75648	HEK293Ts4peaks_peak_3507	ENSG00000268442	895.1115		
chr19	25067178	25067457	280	25067281	35	9.51684	3.20517	6.37783	HEK293Ts4peaks_peak_3508	ENSG00000268442	903.8335		
chr19	25075395	25075698	304	25075478	70	13.3982	2.73707	10.1461	HEK293Ts4peaks_peak_3509	ENSG00000268442	912.0625		
chr19	25088659	25088961	303	25088867	105	20.1688	2.83037	16.8024	HEK293Ts4peaks_peak_3510	ENSG00000268442	925.326		
chr19	25098792	25099108	317	25098876	19	7.35936	3.71782	4.32058	HEK293Ts4peaks_peak_3511	ENSG00000268442	935.466		
chr19	25108742	25109033	292	25108850	85	19.6151	3.15955	16.2572	HEK293Ts4peaks_peak_3512	ENSG00000268442	945.4035		
chr19	25146980	25147522	543	25147057	69	9.44036	2.25399	6.30404	HEK293Ts4peaks_peak_3513	ENSG00000268442	983.767		
chr19	25206203	25206495	293	25206317	31	6.8098	2.69557	3.80961	HEK293Ts4peaks_peak_3514	ENSG00000268442	1042.865		
chr19	25207171	25207522	352	25207448	34	4.57703	2.06037	1.81009	HEK293Ts4peaks_peak_3515	ENSG00000268442	1043.8625		
chr19	25223644	25223920	277	25223758	62	15.3052	3.22329	12.0153	HEK293Ts4peaks_peak_3516	ENSG00000268442	1060.298		
chr19	25231289	25231618	330	25231536	100	13.148	2.27041	9.90366	HEK293Ts4peaks_peak_3517	ENSG00000268442	1067.9695		
chr19	25240523	25240877	355	25240777	32	11.4268	3.94852	8.22612	HEK293Ts4peaks_peak_3518	ENSG00000268442	1077.216		
chr19	25277370	25277657	288	25277526	38	9.13216	2.96571	6.00964	HEK293Ts4peaks_peak_3519	ENSG00000268442	1114.0295		
chr19	25294476	25294987	512	25294577	152	8.5727	1.655	5.47144	HEK293Ts4peaks_peak_3520	ENSG00000268442	1131.2475		
chr19	25295495	25295844	350	25295617	94	24.4943	3.4902	21.0769	HEK293Ts4peaks_peak_3521	ENSG00000268442	1132.1855		
chr19	25308426	25308710	285	25308573	24	9.77819	4.15963	6.63152	HEK293Ts4peaks_peak_3522	ENSG00000268442	1145.084		
chr19	25322332	25322668	337	25322641	18	5.50543	3.02046	2.62011	HEK293Ts4peaks_peak_3523	ENSG00000268442	1159.016		
chr19	25339325	25339650	326	25339519	36	11.2433	3.59764	8.04831	HEK293Ts4peaks_peak_3524	ENSG00000268442	1176.0035		
chr19	25342158	25342519	362	25342423	52	11.3924	2.90153	8.19221	HEK293Ts4peaks_peak_3525	ENSG00000268442	1178.8545		
chr19	25366865	25367385	521	25367097	16	6.8746	3.84963	3.86905	HEK293Ts4peaks_peak_3526	ENSG00000268442	1203.641		
chr19	25434403	25434679	277	25434623	30	5.95156	2.50979	3.01651	HEK293Ts4peaks_peak_3527	ENSG00000268442	1271.057		
chr19	25454752	25455041	290	25454879	140	30.3802	3.12466	26.9049	HEK293Ts4peaks_peak_3528	ENSG00000268442	1291.4125		
chr19	25512421	25513125	705	25512746	44	6.07356	2.16095	3.12996	HEK293Ts4peaks_peak_3529	ENSG00000268442	1349.289		
chr19	25561731	25562076	346	25561855	38	7.97267	2.70283	4.89945	HEK293Ts4peaks_peak_3530	ENSG00000268442	1398.4195		
chr19	25568785	25569151	367	25568843	32	8.55893	3.11545	5.45833	HEK293Ts4peaks_peak_3531	ENSG00000268442	1405.484		
chr19	25582302	25582635	334	25582541	99	17.4364	2.67016	14.1097	HEK293Ts4peaks_peak_3532	ENSG00000268442	1418.9845		
chr19	25630973	25631399	427	25631282	80	11.7127	2.36472	8.50229	HEK293Ts4peaks_peak_3533	ENSG00000268442	1467.702		
chr19	25713455	25713752	298	25713499	23	9.25363	4.06433	6.12294	HEK293Ts4peaks_peak_3534	ENSG00000268442	1550.1195		
chr19	25716854	25717144	291	25716989	95	33.4433	4.53993	29.9428	HEK293Ts4peaks_peak_3535	ENSG00000268442	1553.515		
chr19	25788284	25788594	311	25788462	35	18.2068	5.88627	14.8684	HEK293Ts4peaks_peak_3536	ENSG00000268442	1624.955		
chr19	25800400	25800719	320	25800624	54	9.22678	2.48833	6.09765	HEK293Ts4peaks_peak_3537	ENSG00000268442	1637.0755		
chr19	25803193	25803519	327	25803308	44	8.66819	2.64904	5.56277	HEK293Ts4peaks_peak_3538	ENSG00000268442	1639.872		
chr19	25895069	25895426	358	25895113	19	7.35936	3.71782	4.32058	HEK293Ts4peaks_peak_3539	ENSG00000268442	1731.7635		
chr19	25916263	25916545	283	25916391	285	41.9191	2.51871	38.353	HEK293Ts4peaks_peak_3540	ENSG00000279882	1723.261		
chr19	25941051	25941354	304	25941212	95	19.2489	2.91134	15.895	HEK293Ts4peaks_peak_3541	ENSG00000279882	1698.4625		
chr19	25963559	25963847	289	25963709	294	37.7535	2.34685	34.2187	HEK293Ts4peaks_peak_3542	ENSG00000279882	1675.962		
chr19	25965394	25965723	330	25965516	112	12.8658	2.1402	9.62779	HEK293Ts4peaks_peak_3543	ENSG00000279882	1674.1065		
chr19	25987019	25987297	279	25987187	24	8.58085	3.70074	5.47809	HEK293Ts4peaks_peak_3544	ENSG00000279882	1652.507		
chr19	26020858	26021168	311	26021098	34	7.15452	2.66153	4.12769	HEK293Ts4peaks_peak_3545	ENSG00000279882	1618.652		
chr19	26033533	26033866	334	26033744	54	7.20537	2.17386	4.17651	HEK293Ts4peaks_peak_3546	ENSG00000279882	1605.9655		
chr19	26079968	26080307	340	26080079	79	19.0586	3.24397	15.7079	HEK293Ts4peaks_peak_3547	ENSG00000279882	1559.5275		
chr19	26092418	26092710	293	26092551	94	14.3998	2.45288	11.127	HEK293Ts4peaks_peak_3548	ENSG00000279882	1547.101		
chr19	26105306	26105676	371	26105536	35	18.2068	5.88627	14.8684	HEK293Ts4peaks_peak_3549	ENSG00000279882	1534.174		
chr19	26147671	26147951	281	26147906	70	6.85344	1.92875	3.84984	HEK293Ts4peaks_peak_3550	ENSG00000279882	1491.854		
chr19	26168177	26168535	359	26168368	26	12.3308	4.93022	9.10577	HEK293Ts4peaks_peak_3551	ENSG00000279882	1471.309		
chr19	26182607	26182898	292	26182733	24	9.59513	4.08769	6.45299	HEK293Ts4peaks_peak_3552	ENSG00000279882	1456.9125		
chr19	26183886	26184170	285	26183975	61	10.3814	2.51408	7.21198	HEK293Ts4peaks_peak_3553	ENSG00000279882	1455.637		
chr19	26226703	26227042	340	26227001	44	5.72063	2.09656	2.80307	HEK293Ts4peaks_peak_3554	ENSG00000279882	1412.7925		
chr19	26261982	26262306	325	26262174	239	37.437	2.59608	33.904	HEK293Ts4peaks_peak_3555	ENSG00000279882	1377.521		
chr19	26277986	26278270	285	26278135	88	15.0173	2.59827	11.7341	HEK293Ts4peaks_peak_3556	ENSG00000279882	1361.537		
chr19	26289043	26289407	365	26289191	103	19.7671	2.82521	16.4081	HEK293Ts4peaks_peak_3557	ENSG00000279882	1350.44		
chr19	26331573	26332037	465	26331807	81	12.1081	2.39392	8.88908	HEK293Ts4peaks_peak_3558	ENSG00000279882	1307.86		
chr19	26378787	26379103	317	26378791	31	4.19698	2.03714	1.51011	HEK293Ts4peaks_peak_3559	ENSG00000279882	1260.72		
chr19	26459989	26460316	328	26460198	167	32.0648	2.90082	28.5756	HEK293Ts4peaks_peak_3560	ENSG00000279882	1179.5125		
chr19	26461185	26461505	321	26461402	171	26.0303	2.52397	22.5984	HEK293Ts4peaks_peak_3561	ENSG00000279882	1178.32		
chr19	26503990	26504315	326	26504223	92	8.00109	1.87495	4.92707	HEK293Ts4peaks_peak_3562	ENSG00000279882	1135.5125		
chr19	26536880	26537212	333	26537089	63	20.6563	4.07428	17.2853	HEK293Ts4peaks_peak_3563	ENSG00000279882	1102.619		
chr19	26561575	26561923	349	26561649	52	6.83699	2.14913	3.83408	HEK293Ts4peaks_peak_3564	ENSG00000279882	1077.916		
chr19	26614439	26614826	388	26614582	36	11.5231	3.67271	8.32057	HEK293Ts4peaks_peak_3565	ENSG00000279882	1025.0325		
chr19	26665423	26665748	326	26665554	22	9.29637	4.19981	6.1637	HEK293Ts4peaks_peak_3566	ENSG00000279882	974.0795		
chr19	26668172	26668457	286	26668305	37	14.3261	4.38097	11.0542	HEK293Ts4peaks_peak_3567	ENSG00000279882	971.3505		
chr19	26673440	26673744	305	26673634	95	18.6968	2.85595	15.3516	HEK293Ts4peaks_peak_3568	ENSG00000279882	966.073		
chr19	26676325	26676614	290	26676445	67	15.9831	3.16814	12.6822	HEK293Ts4peaks_peak_3569	ENSG00000279882	963.1955		
chr19	26688786	26689078	293	26688953	56	15.536	3.48671	12.2429	HEK293Ts4peaks_peak_3570	ENSG00000279882	950.733		
chr19	26711896	26712216	321	26712187	101	7.78714	1.80099	4.72299	HEK293Ts4peaks_peak_3571	ENSG00000279882	927.609		
chr19	26713198	26713474	277	26713353	47	14.7581	3.77372	11.4794	HEK293Ts4peaks_peak_3572	ENSG00000279882	926.329		
chr19	26734069	26734341	273	26734214	107	12.4776	2.14965	9.25025	HEK293Ts4peaks_peak_3573	ENSG00000279882	905.46		
chr19	26761533	26761860	328	26761766	15	5.94902	3.51174	3.01406	HEK293Ts4peaks_peak_3574	ENSG00000279882	877.9685		
chr19	26763047	26763321	275	26763276	21	6.70545	3.25665	3.71012	HEK293Ts4peaks_peak_3575	ENSG00000279882	876.481		
chr19	26782584	26782862	279	26782710	296	44.2512	2.54395	40.6693	HEK293Ts4peaks_peak_3576	ENSG00000279882	856.942		
chr19	26785701	26786022	322	26785962	31	6.30999	2.56528	3.33902	HEK293Ts4peaks_peak_3577	ENSG00000279882	853.8035		
chr19	26811912	26812389	478	26811959	40	5.69188	2.16865	2.77924	HEK293Ts4peaks_peak_3578	ENSG00000279882	827.5145		
chr19	26812888	26813224	337	26813101	24	8.54337	3.68681	5.44323	HEK293Ts4peaks_peak_3579	ENSG00000279882	826.609		
chr19	26826240	26826582	343	26826465	140	26.3871	2.84267	22.9501	HEK293Ts4peaks_peak_3580	ENSG00000279882	813.254		
chr19	26862459	26863052	594	26862587	51	12.0991	3.06112	8.88022	HEK293Ts4peaks_peak_3581	ENSG00000279882	776.9095		
chr19	26877415	26877766	352	26877740	37	4.95589	2.08034	2.12294	HEK293Ts4peaks_peak_3582	ENSG00000279882	762.0745		
chr19	26965833	26966173	341	26965868	45	3.99621	1.77331	1.34376	HEK293Ts4peaks_peak_3583	ENSG00000279882	673.662		
chr19	26975679	26975992	314	26975917	72	11.0009	2.40001	7.811	HEK293Ts4peaks_peak_3584	ENSG00000279882	663.8295		
chr19	26984786	26985106	321	26984947	20	8.92709	4.29536	5.81245	HEK293Ts4peaks_peak_3585	ENSG00000279882	654.719		
chr19	27002414	27002716	303	27002609	86	22.9233	3.52782	19.5243	HEK293Ts4peaks_peak_3586	ENSG00000279882	637.1		
chr19	27008417	27008695	279	27008501	121	15.0026	2.22965	11.7197	HEK293Ts4peaks_peak_3587	ENSG00000279882	631.109		
chr19	27009161	27009508	348	27009280	80	7.6692	1.93191	4.61112	HEK293Ts4peaks_peak_3588	ENSG00000279882	630.3305		
chr19	27010616	27010976	361	27010834	30	6.88548	2.76001	3.87928	HEK293Ts4peaks_peak_3589	ENSG00000279882	628.869		
chr19	27018670	27019007	338	27018805	76	14.0907	2.70194	10.8258	HEK293Ts4peaks_peak_3590	ENSG00000279882	620.8265		
chr19	27054025	27054311	287	27054250	44	9.75367	2.86349	6.60787	HEK293Ts4peaks_peak_3591	ENSG00000279882	585.497		
chr19	27058997	27059321	325	27059162	55	9.65502	2.53357	6.5116	HEK293Ts4peaks_peak_3592	ENSG00000279882	580.506		
chr19	27078523	27078795	273	27078659	357	55.8446	2.62133	52.1904	HEK293Ts4peaks_peak_3593	ENSG00000279882	561.006		
chr19	27108692	27108987	296	27108937	62	6.08636	1.91057	3.14202	HEK293Ts4peaks_peak_3594	ENSG00000279882	530.8255		
chr19	27132727	27133219	493	27132950	165	22.0121	2.3478	18.6221	HEK293Ts4peaks_peak_3595	ENSG00000279882	506.692		
chr19	27144780	27145060	281	27144859	105	13.1561	2.22302	9.91149	HEK293Ts4peaks_peak_3596	ENSG00000279882	494.745		
chr19	27167181	27167479	299	27167368	77	12.6225	2.51159	9.38869	HEK293Ts4peaks_peak_3597	ENSG00000279882	472.335		
chr19	27190217	27190491	275	27190396	28	6.47217	2.73782	3.49181	HEK293Ts4peaks_peak_3598	ENSG00000279882	449.311		
chr19	27382928	27383215	288	27383169	24	5.71466	2.70755	2.7976	HEK293Ts4peaks_peak_3599	ENSG00000279882	256.5935		
chr19	28554542	28554866	325	28554628	17	5.13401	2.94314	2.28156	HEK293Ts4peaks_peak_3600	ENSG00000267243	19.427		
chr19	29662963	29663386	424	29663215	35	17.406	5.59826	14.0798	HEK293Ts4peaks_peak_3601	PLEKHF1	2.2845		
chr19	29767562	29767834	273	29767661	16	6.40594	3.61988	3.43034	HEK293Ts4peaks_peak_3602	ENSG00000286867	13.518		
chr19	29768129	29771143	3015	29769807	718	1296.94	138.155	1292.12	HEK293Ts4peaks_peak_3603	ENSG00000286867	11.58		
chr19	29872292	29872815	524	29872407	23	8.90197	3.92418	5.78768	HEK293Ts4peaks_peak_3604	ENSG00000267433	29.3155		
chr19	29873099	29873477	379	29873228	22	6.52316	3.11025	3.53952	HEK293Ts4peaks_peak_3605	ENSG00000267433	28.581		
chr19	30886117	30886426	310	30886222	18	6.2253	3.32613	3.26666	HEK293Ts4peaks_peak_3606	LINC01834	20.9275		
chr19	31349590	31349881	292	31349737	23	6.59423	3.06435	3.60497	HEK293Ts4peaks_peak_3607	TSHZ3	0.2995	1.0	
chr19	31483164	31483773	610	31483633	17	6.53354	3.56672	3.54956	HEK293Ts4peaks_peak_3608	LINC02959	17.8155		
chr19	31517697	31518374	678	31518309	15	4.71991	2.92161	1.93174	HEK293Ts4peaks_peak_3609	LINC02841	2.1195		
chr19	32097488	32097843	356	32097620	18	5.71133	3.10664	2.79442	HEK293Ts4peaks_peak_3610	ENSG00000267133	5.4885		
chr19	32972103	32972693	591	32972604	16	3.96652	2.5165	1.31711	HEK293Ts4peaks_peak_3611	FAAP24	0.094	1.0	
chr19	33131605	33131933	329	33131776	22	8.85082	4.01406	5.73897	HEK293Ts4peaks_peak_3612	WDR88	0.321	1.0	
chr19	33176974	33177252	279	33177080	63	12.2486	2.73713	9.02602	HEK293Ts4peaks_peak_3613	ENSG00000289378	0.187	1.0	
chr19	33224475	33228076	3602	33227281	2097	4372.19	283.709	4366.4	HEK293Ts4peaks_peak_3614	SLC7A10	0.4255	1.0	
chr19	33229122	33229413	292	33229388	14	4.15758	2.73901	1.47781	HEK293Ts4peaks_peak_3615	SLC7A10	3.4175		
chr19	33580299	33580747	449	33580339	18	5.97297	3.21759	3.03569	HEK293Ts4peaks_peak_3616	RPL21P131	9.165		
chr19	33795420	33795706	287	33795612	18	6.34448	3.37793	3.37216	HEK293Ts4peaks_peak_3617	KCTD15	0.37	1.0	
chr19	34067834	34068542	709	34068037	43	30.357	9.09665	26.8834	HEK293Ts4peaks_peak_3618	ENSG00000287526	1.905		
chr19	34262191	34262506	316	34262384	24	10.7801	4.56502	7.59896	HEK293Ts4peaks_peak_3619	GARRE1	3.2095		
chr19	34427555	34428804	1250	34427928	23	11.7449	5.12955	8.53373	HEK293Ts4peaks_peak_3620	ENSG00000267024	0.0935	1.0	
chr19	34772497	34772805	309	34772723	18	4.99891	2.81256	2.15927	HEK293Ts4peaks_peak_3621	ZNF599	0.54	1.0	
chr19	35253785	35255034	1250	35254572	169	206.344	34.0402	202.314	HEK293Ts4peaks_peak_3622	ENSG00000271366	0.7705	1.0	
chr19	35717150	35717608	459	35717495	17	4.47152	2.66453	1.71617	HEK293Ts4peaks_peak_3623	KMT2B	0.594	1.0	
chr19	35739026	35741184	2159	35740339	846	1399.38	105.422	1394.51	HEK293Ts4peaks_peak_3624	IGFLR1	0.444	1.0	
chr19	35868369	35868699	331	35868561	29	12.0324	4.44088	8.81483	HEK293Ts4peaks_peak_3625	APLP1	0.029	1.0	
chr19	35977463	35977738	276	35977667	18	6.82525	3.59039	3.82432	HEK293Ts4peaks_peak_3626	ENSG00000267388	17.0885		
chr19	35990407	35990715	309	35990621	27	10.6063	4.14482	7.43011	HEK293Ts4peaks_peak_3627	SDHAF1	4.627		
chr19	36270764	36271066	303	36270901	91	14.468	2.49922	11.1946	HEK293Ts4peaks_peak_3628	LINC00665	6.127		
chr19	36271494	36271818	325	36271663	112	18.3472	2.57721	15.0059	HEK293Ts4peaks_peak_3629	LINC00665	6.868		
chr19	36272279	36272840	562	36272742	98	8.18064	1.85261	5.09948	HEK293Ts4peaks_peak_3630	LINC00665	7.7715		
chr19	36274085	36274458	374	36274259	114	11.6321	2.03052	8.42639	HEK293Ts4peaks_peak_3631	LINC00665	9.4835		
chr19	36276269	36277031	763	36276470	180	16.003	1.95788	12.702	HEK293Ts4peaks_peak_3632	LINC00665	11.862		
chr19	36277623	36277906	284	36277768	96	9.63622	1.99531	6.49327	HEK293Ts4peaks_peak_3633	LINC00665	12.9765		
chr19	36278264	36278815	552	36278627	143	10.1213	1.77918	6.9596	HEK293Ts4peaks_peak_3634	LINC00665	13.7515		
chr19	36281690	36282145	456	36281821	118	7.92389	1.73	4.85379	HEK293Ts4peaks_peak_3635	LINC00665	17.1295		
chr19	36282750	36283073	324	36283030	115	6.9871	1.67086	3.96753	HEK293Ts4peaks_peak_3636	LINC00665	18.1235		
chr19	36283395	36284796	1402	36284094	179	17.1127	2.01681	13.7909	HEK293Ts4peaks_peak_3637	LINC00665	19.3075		
chr19	36285191	36285466	276	36285375	109	8.61209	1.82585	5.50813	HEK293Ts4peaks_peak_3638	ENSG00000267053	19.2355		
chr19	36287799	36288580	782	36287959	131	9.7192	1.80174	6.57419	HEK293Ts4peaks_peak_3639	ENSG00000267053	16.3745		
chr19	36288942	36289773	832	36289170	186	17.2671	1.99518	13.9436	HEK293Ts4peaks_peak_3640	ENSG00000267053	15.2065		
chr19	36292838	36294475	1638	36294198	174	14.7669	1.91953	11.4881	HEK293Ts4peaks_peak_3641	ENSG00000267053	10.9075		
chr19	36294773	36295701	929	36294951	247	26.2837	2.13594	22.8476	HEK293Ts4peaks_peak_3642	ENSG00000267053	9.327		
chr19	36296121	36296772	652	36296313	127	6.3391	1.58149	3.36693	HEK293Ts4peaks_peak_3643	ENSG00000267053	8.1175		
chr19	36297873	36298285	413	36298206	114	7.67174	1.72796	4.61247	HEK293Ts4peaks_peak_3644	ENSG00000267053	6.485		
chr19	36298584	36299831	1248	36299230	172	15.5282	1.96656	12.2351	HEK293Ts4peaks_peak_3645	ENSG00000267053	5.3565		
chr19	36300344	36301226	883	36300775	122	7.65024	1.69368	4.59704	HEK293Ts4peaks_peak_3646	ENSG00000267053	3.779		
chr19	36301585	36302373	789	36301788	184	17.8039	2.02922	14.4722	HEK293Ts4peaks_peak_3647	ENSG00000267053	2.585		
chr19	36304493	36304838	346	36304641	120	12.9735	2.08928	9.73327	HEK293Ts4peaks_peak_3648	ENSG00000267053	0.1015	1.0	
chr19	36305235	36306641	1407	36305684	143	18.6814	2.30802	15.3364	HEK293Ts4peaks_peak_3649	ENSG00000267053	1.146		
chr19	36307227	36308160	934	36307951	105	5.83983	1.61614	2.91294	HEK293Ts4peaks_peak_3650	ENSG00000267053	0.4955	1.0	
chr19	36521710	36522357	648	36521844	20	9.09886	4.37372	5.97744	HEK293Ts4peaks_peak_3651	ZNF260	3.2655		
chr19	36965980	36966331	352	36966078	18	8.42474	4.33825	5.32847	HEK293Ts4peaks_peak_3652	ZNF568	7.0075		
chr19	37116835	37117235	401	37117065	18	6.95969	3.65082	3.94164	HEK293Ts4peaks_peak_3653	ZNF420	11.132		
chr19	37190409	37190817	409	37190489	14	5.04591	3.17036	2.20206	HEK293Ts4peaks_peak_3654	ZNF585B	0.137	1.0	
chr19	37259338	37259708	371	37259458	21	9.03607	4.21308	5.91703	HEK293Ts4peaks_peak_3655	LINC01535	3.124		
chr19	37269363	37271338	1976	37270578	93	13.9959	2.42706	10.7331	HEK293Ts4peaks_peak_3656	ENSG00000267605	1.0375		
chr19	37271630	37272029	400	37271794	118	48.6805	5.4384	45.0695	HEK293Ts4peaks_peak_3657	ENSG00000267605	0.3115	1.0	
chr19	37272329	37272772	444	37272449	82	16.3494	2.84856	13.0412	HEK293Ts4peaks_peak_3658	ENSG00000267605	1.0325		
chr19	37274465	37275859	1395	37274750	149	21.385	2.42909	18.0039	HEK293Ts4peaks_peak_3659	ENSG00000267605	3.644		
chr19	37276525	37277154	630	37276686	218	111.857	7.3491	107.994	HEK293Ts4peaks_peak_3660	ENSG00000267605	5.3215		
chr19	37279237	37279590	354	37279369	108	25.2957	3.25073	21.8698	HEK293Ts4peaks_peak_3661	ENSG00000267605	7.8955		
chr19	37279893	37280470	578	37280242	96	11.6973	2.18049	8.48715	HEK293Ts4peaks_peak_3662	ENSG00000267605	8.6635		
chr19	37280927	37282776	1850	37281482	424	142.362	4.66172	138.434	HEK293Ts4peaks_peak_3663	ENSG00000267605	10.3335		
chr19	37284293	37285436	1144	37284428	113	22.8773	2.94346	19.4788	HEK293Ts4peaks_peak_3664	ENSG00000267605	13.3465		
chr19	37286568	37287316	749	37286881	203	66.6665	4.45762	62.9571	HEK293Ts4peaks_peak_3665	ENSG00000267605	15.424		
chr19	37288944	37290253	1310	37289301	229	51.0565	3.25298	47.4303	HEK293Ts4peaks_peak_3666	ENSG00000267605	14.7415		
chr19	37290666	37290986	321	37290814	119	19.7032	2.60254	16.3447	HEK293Ts4peaks_peak_3667	ENSG00000267605	13.514		
chr19	37291303	37292075	773	37291836	561	309.511	8.40468	305.359	HEK293Ts4peaks_peak_3668	ENSG00000267605	12.651		
chr19	37292401	37296008	3608	37294529	897	576.024	10.6735	571.635	HEK293Ts4peaks_peak_3669	ENSG00000267605	10.1355		
chr19	37296361	37297114	754	37296890	583	313.435	8.11298	309.279	HEK293Ts4peaks_peak_3670	ENSG00000267605	7.6025		
chr19	37297452	37298017	566	37297697	119	13.9451	2.16776	10.6831	HEK293Ts4peaks_peak_3671	ENSG00000267605	6.6055		
chr19	37299388	37301057	1670	37299750	177	36.917	3.07349	33.389	HEK293Ts4peaks_peak_3672	ENSG00000267605	4.1175		
chr19	37301792	37303450	1659	37301954	229	127.021	8.18496	123.124	HEK293Ts4peaks_peak_3673	ENSG00000267605	1.719		
chr19	37548119	37548399	281	37548329	18	6.08603	3.26604	3.14174	HEK293Ts4peaks_peak_3674	ZNF571-AS1	0.655	1.0	
chr19	38098734	38101955	3222	38100169	1113	1891.32	119.613	1886.24	HEK293Ts4peaks_peak_3675	SIPA1L3	0.3625	1.0	
chr19	38229097	38229567	471	38229307	41	21.5919	6.19384	18.2089	HEK293Ts4peaks_peak_3676	DPF1	0.322	1.0	
chr19	38634357	38634796	440	38634529	33	18.2234	6.20842	14.8842	HEK293Ts4peaks_peak_3677	EIF3K	2.5505		
chr19	39121718	39122142	425	39121914	23	7.10352	3.24548	4.07864	HEK293Ts4peaks_peak_3678	PAK4	3.84		
chr19	39193464	39193812	349	39193640	24	9.59513	4.08769	6.45299	HEK293Ts4peaks_peak_3679	NCCRP1	3.326		
chr19	39201960	39202272	313	39202104	35	19.7873	6.48103	16.428	HEK293Ts4peaks_peak_3680	SYCN	2.147		
chr19	39320533	39320865	333	39320672	17	4.47152	2.66453	1.71617	HEK293Ts4peaks_peak_3681	LRFN1	0.164	1.0	
chr19	39342028	39342469	442	39342267	35	20.9491	6.9407	17.5719	HEK293Ts4peaks_peak_3682	GMFG	0.1235	1.0	
chr19	39945333	39945708	376	39945565	27	14.8848	5.85298	11.6036	HEK293Ts4peaks_peak_3683	PRR13P5	1.8405		
chr19	40223965	40224572	608	40224245	80	58.2327	10.9535	54.5649	HEK293Ts4peaks_peak_3684	CCNP	0.6685	1.0	
chr19	40523234	40526798	3565	40524928	1038	2088.19	217.986	2083.03	HEK293Ts4peaks_peak_3685	SPTBN4	5.472		
chr19	40569793	40570469	677	40570181	145	128.167	16.8321	124.267	HEK293Ts4peaks_peak_3686	SPTBN4	0.908	1.0	
chr19	40597162	40597466	305	40597303	25	11.3842	4.68074	8.18422	HEK293Ts4peaks_peak_3687	LTBP4	0.079	1.0	
chr19	40598700	40601889	3190	40600834	1712	3577.85	277.733	3572.22	HEK293Ts4peaks_peak_3688	LTBP4	0.3105	1.0	
chr19	40613228	40613531	304	40613319	16	5.70824	3.28866	2.79397	HEK293Ts4peaks_peak_3689	LTBP4	0.0045	1.0	
chr19	40769962	40770243	282	40770107	30	17.9231	6.62566	14.5901	HEK293Ts4peaks_peak_3690	MIA	1.5455		
chr19	41114287	41114602	316	41114469	19	7.49902	3.77936	4.45516	HEK293Ts4peaks_peak_3691	CYP2F1	0.0125	1.0	
chr19	41142858	41143185	328	41142973	18	8.24679	4.25193	5.16304	HEK293Ts4peaks_peak_3692	CYP2T3P	8.2995		
chr19	41218560	41219184	625	41218880	93	69.4187	11.6997	65.6967	HEK293Ts4peaks_peak_3693	AXL	0.351	1.0	
chr19	41424331	41427919	3589	41426377	742	1325.04	133.761	1320.2	HEK293Ts4peaks_peak_3694	ENSG00000268475	0.766	1.0	
chr19	41432999	41433668	670	41433276	88	79.9965	16.1756	76.2302	HEK293Ts4peaks_peak_3695	DMAC2	3.1055		
chr19	41749039	41749878	840	41749646	48	32.7919	8.94743	29.2957	HEK293Ts4peaks_peak_3696	CEACAM6	1.5185		
chr19	41788003	41789480	1478	41788437	59	43.4484	10.4715	39.8725	HEK293Ts4peaks_peak_3697	ENSG00000268833	1.8485		
chr19	41950734	41951910	1177	41951326	437	708.435	88.3231	703.949	HEK293Ts4peaks_peak_3698	RABAC1	6.02		
chr19	42096046	42096319	274	42096198	20	7.75929	3.7806	4.69588	HEK293Ts4peaks_peak_3699	POU2F2	0.5715	1.0	
chr19	42098270	42100554	2285	42099768	1072	2091.24	195.93	2086.08	HEK293Ts4peaks_peak_3700	POU2F2	3.801		
chr19	42121373	42121688	316	42121558	28	12.6023	4.76957	9.36896	HEK293Ts4peaks_peak_3701	POU2F2	1.0455		
chr19	42284202	42284760	559	42284207	16	4.86353	2.90475	2.06092	HEK293Ts4peaks_peak_3702	CIC	0.021	1.0	
chr19	43619618	43619949	332	43619886	16	6.93887	3.88159	3.92167	HEK293Ts4peaks_peak_3703	ZNF428	0.1545	1.0	
chr19	43934803	43935096	294	43934964	33	13.762	4.59776	10.504	HEK293Ts4peaks_peak_3704	ZNF45	0.3285	1.0	
chr19	44501085	44501426	342	44501241	36	12.611	3.97278	9.3774	HEK293Ts4peaks_peak_3705	ZNF180	0.7315	1.0	
chr19	44677609	44677938	330	44677762	28	14.4856	5.51659	11.2119	HEK293Ts4peaks_peak_3706	CEACAM19	0.1885	1.0	
chr19	45512078	45512520	443	45512361	31	14.9661	5.26297	11.6839	HEK293Ts4peaks_peak_3707	VASP	4.789		
chr19	45722869	45723155	287	45722989	24	11.6977	4.95378	8.48758	HEK293Ts4peaks_peak_3708	FBXO46	0.484	1.0	
chr19	45764736	45767125	2390	45765837	605	957.741	87.1176	953.099	HEK293Ts4peaks_peak_3709	ENSG00000259605	1.1455		
